year,state,county_name,candidate,candidatevotes,rn
2000,ALABAMA,MOBILE,AL GORE,58640,2
2004,ALABAMA,MOBILE,GEORGE W. BUSH,92014,1
2004,ALABAMA,MOBILE,JOHN KERRY,63732,2
2008,ALABAMA,MOBILE,JOHN MCCAIN,98049,1
2008,ALABAMA,MOBILE,BARACK OBAMA,82181,2
2012,ALABAMA,MOBILE,MITT ROMNEY,94893,1
2012,ALABAMA,MOBILE,BARACK OBAMA,78760,2
2016,ALABAMA,MOBILE,DONALD TRUMP,95116,1
2016,ALABAMA,MOBILE,HILLARY CLINTON,72186,2
2020,ALABAMA,MOBILE,DONALD J TRUMP,101243,1
2020,ALABAMA,MOBILE,JOSEPH R BIDEN JR,79474,2
2000,CALIFORNIA,MODOC,GEORGE W. BUSH,2969,1
2000,CALIFORNIA,MODOC,AL GORE,945,2
2004,CALIFORNIA,MODOC,GEORGE W. BUSH,3235,1
2004,CALIFORNIA,MODOC,JOHN KERRY,1149,2
2008,CALIFORNIA,MODOC,JOHN MCCAIN,2981,1
2008,CALIFORNIA,MODOC,BARACK OBAMA,1313,2
2012,CALIFORNIA,MODOC,MITT ROMNEY,2777,1
2012,CALIFORNIA,MODOC,BARACK OBAMA,1111,2
2016,CALIFORNIA,MODOC,DONALD TRUMP,2696,1
2016,CALIFORNIA,MODOC,HILLARY CLINTON,877,2
2020,CALIFORNIA,MODOC,DONALD J TRUMP,3109,1
2020,CALIFORNIA,MODOC,JOSEPH R BIDEN JR,1150,2
2000,COLORADO,MOFFAT,GEORGE W. BUSH,3840,1
2000,COLORADO,MOFFAT,AL GORE,1223,2
2004,COLORADO,MOFFAT,GEORGE W. BUSH,4247,1
2004,COLORADO,MOFFAT,JOHN KERRY,1355,2
2008,COLORADO,MOFFAT,JOHN MCCAIN,4135,1
2008,COLORADO,MOFFAT,BARACK OBAMA,1582,2
2012,COLORADO,MOFFAT,MITT ROMNEY,4695,1
2012,COLORADO,MOFFAT,BARACK OBAMA,1330,2
2016,COLORADO,MOFFAT,DONALD TRUMP,5305,1
2016,COLORADO,MOFFAT,HILLARY CLINTON,874,2
2020,COLORADO,MOFFAT,DONALD J TRUMP,5670,1
2020,COLORADO,MOFFAT,JOSEPH R BIDEN JR,1203,2
2000,ARIZONA,MOHAVE,GEORGE W. BUSH,24386,1
2000,ARIZONA,MOHAVE,AL GORE,17470,2
2004,ARIZONA,MOHAVE,GEORGE W. BUSH,36794,1
2004,ARIZONA,MOHAVE,JOHN KERRY,20503,2
2008,ARIZONA,MOHAVE,JOHN MCCAIN,44333,1
2008,ARIZONA,MOHAVE,BARACK OBAMA,22092,2
2012,ARIZONA,MOHAVE,MITT ROMNEY,49168,1
2012,ARIZONA,MOHAVE,BARACK OBAMA,19533,2
2016,ARIZONA,MOHAVE,DONALD TRUMP,58282,1
2016,ARIZONA,MOHAVE,HILLARY CLINTON,17455,2
2020,ARIZONA,MOHAVE,DONALD J TRUMP,56914,1
2020,ARIZONA,MOHAVE,JOSEPH R BIDEN JR,21783,2
2000,MISSOURI,MONITEAU,GEORGE W. BUSH,3764,1
2000,MISSOURI,MONITEAU,AL GORE,2176,2
2004,MISSOURI,MONITEAU,GEORGE W. BUSH,4743,1
2004,MISSOURI,MONITEAU,JOHN KERRY,1913,2
2008,MISSOURI,MONITEAU,JOHN MCCAIN,4467,1
2008,MISSOURI,MONITEAU,BARACK OBAMA,2084,2
2012,MISSOURI,MONITEAU,MITT ROMNEY,4704,1
2012,MISSOURI,MONITEAU,BARACK OBAMA,1608,2
2016,MISSOURI,MONITEAU,DONALD TRUMP,5347,1
2016,MISSOURI,MONITEAU,HILLARY CLINTON,1237,2
2020,MISSOURI,MONITEAU,DONALD J TRUMP,5744,1
2020,MISSOURI,MONITEAU,JOSEPH R BIDEN JR,1308,2
2000,NEW JERSEY,MONMOUTH,AL GORE,131476,1
2000,NEW JERSEY,MONMOUTH,GEORGE W. BUSH,119291,2
2004,NEW JERSEY,MONMOUTH,GEORGE W. BUSH,163650,1
2004,NEW JERSEY,MONMOUTH,JOHN KERRY,133773,2
2008,NEW JERSEY,MONMOUTH,JOHN MCCAIN,160433,1
2008,NEW JERSEY,MONMOUTH,BARACK OBAMA,148737,2
2012,NEW JERSEY,MONMOUTH,MITT ROMNEY,147513,1
2012,NEW JERSEY,MONMOUTH,BARACK OBAMA,133145,2
2016,NEW JERSEY,MONMOUTH,DONALD TRUMP,166723,1
2016,NEW JERSEY,MONMOUTH,HILLARY CLINTON,137181,2
2020,NEW JERSEY,MONMOUTH,DONALD J TRUMP,191808,1
2020,NEW JERSEY,MONMOUTH,JOSEPH R BIDEN JR,181291,2
2000,CALIFORNIA,MONO,GEORGE W. BUSH,2296,1
2000,CALIFORNIA,MONO,AL GORE,1788,2
2004,CALIFORNIA,MONO,JOHN KERRY,2628,1
2004,CALIFORNIA,MONO,GEORGE W. BUSH,2621,2
2008,CALIFORNIA,MONO,BARACK OBAMA,3093,1
2008,CALIFORNIA,MONO,JOHN MCCAIN,2354,2
2012,CALIFORNIA,MONO,BARACK OBAMA,2733,1
2012,CALIFORNIA,MONO,MITT ROMNEY,2285,2
2016,CALIFORNIA,MONO,HILLARY CLINTON,2773,1
2016,CALIFORNIA,MONO,DONALD TRUMP,2111,2
2020,CALIFORNIA,MONO,JOSEPH R BIDEN JR,4013,1
2020,CALIFORNIA,MONO,DONALD J TRUMP,2513,2
2000,IOWA,MONONA,GEORGE W. BUSH,2304,1
2000,IOWA,MONONA,AL GORE,2086,2
2004,IOWA,MONONA,GEORGE W. BUSH,2575,1
2004,IOWA,MONONA,JOHN KERRY,2397,2
2008,IOWA,MONONA,JOHN MCCAIN,2411,1
2008,IOWA,MONONA,BARACK OBAMA,2295,2
2012,IOWA,MONONA,MITT ROMNEY,2557,1
2012,IOWA,MONONA,BARACK OBAMA,2101,2
2016,IOWA,MONONA,DONALD TRUMP,3120,1
2016,IOWA,MONONA,HILLARY CLINTON,1247,2
2020,IOWA,MONONA,DONALD J TRUMP,2023,1
2020,IOWA,MONONA,DONALD J TRUMP,1239,2
2000,WEST VIRGINIA,MONONGALIA,GEORGE W. BUSH,13595,1
2000,WEST VIRGINIA,MONONGALIA,AL GORE,12603,2
2004,WEST VIRGINIA,MONONGALIA,GEORGE W. BUSH,17670,1
2004,WEST VIRGINIA,MONONGALIA,JOHN KERRY,16313,2
2008,WEST VIRGINIA,MONONGALIA,BARACK OBAMA,17060,1
2008,WEST VIRGINIA,MONONGALIA,JOHN MCCAIN,15775,2
2012,WEST VIRGINIA,MONONGALIA,MITT ROMNEY,16831,1
2012,WEST VIRGINIA,MONONGALIA,BARACK OBAMA,13826,2
2016,WEST VIRGINIA,MONONGALIA,DONALD TRUMP,18432,1
2016,WEST VIRGINIA,MONONGALIA,HILLARY CLINTON,14699,2
2020,WEST VIRGINIA,MONONGALIA,DONALD J TRUMP,20803,1
2020,WEST VIRGINIA,MONONGALIA,JOSEPH R BIDEN JR,20282,2
2000,NEW YORK,MONROE,AL GORE,161743,1
2000,NEW YORK,MONROE,GEORGE W. BUSH,141266,2
2004,NEW YORK,MONROE,JOHN KERRY,168088,1
2004,NEW YORK,MONROE,GEORGE W. BUSH,153374,2
2008,NEW YORK,MONROE,BARACK OBAMA,207225,1
2008,NEW YORK,MONROE,JOHN MCCAIN,144153,2
2012,NEW YORK,MONROE,BARACK OBAMA,185916,1
2012,NEW YORK,MONROE,MITT ROMNEY,114434,2
2016,NEW YORK,MONROE,HILLARY CLINTON,188592,1
2016,NEW YORK,MONROE,DONALD TRUMP,136582,2
2020,NEW YORK,MONROE,JOSEPH R BIDEN JR,225746,1
2020,NEW YORK,MONROE,DONALD J TRUMP,145661,2
2000,TEXAS,MONTAGUE,GEORGE W. BUSH,4951,1
2000,TEXAS,MONTAGUE,AL GORE,2256,2
2004,TEXAS,MONTAGUE,GEORGE W. BUSH,5910,1
2004,TEXAS,MONTAGUE,JOHN KERRY,1946,2
2008,TEXAS,MONTAGUE,JOHN MCCAIN,6245,1
2008,TEXAS,MONTAGUE,BARACK OBAMA,1597,2
2012,TEXAS,MONTAGUE,MITT ROMNEY,6549,1
2012,TEXAS,MONTAGUE,BARACK OBAMA,1116,2
2016,TEXAS,MONTAGUE,DONALD TRUMP,7526,1
2016,TEXAS,MONTAGUE,HILLARY CLINTON,885,2
2020,TEXAS,MONTAGUE,DONALD J TRUMP,8615,1
2020,TEXAS,MONTAGUE,JOSEPH R BIDEN JR,1097,2
2000,MICHIGAN,MONTCALM,GEORGE W. BUSH,12696,1
2000,MICHIGAN,MONTCALM,AL GORE,9627,2
2004,MICHIGAN,MONTCALM,GEORGE W. BUSH,14968,1
2004,MICHIGAN,MONTCALM,JOHN KERRY,11471,2
2008,MICHIGAN,MONTCALM,JOHN MCCAIN,13291,1
2008,MICHIGAN,MONTCALM,BARACK OBAMA,13208,2
2012,MICHIGAN,MONTCALM,MITT ROMNEY,13621,1
2012,MICHIGAN,MONTCALM,BARACK OBAMA,11430,2
2016,MICHIGAN,MONTCALM,DONALD TRUMP,16907,1
2016,MICHIGAN,MONTCALM,HILLARY CLINTON,7874,2
2020,MICHIGAN,MONTCALM,DONALD J TRUMP,21815,1
2020,MICHIGAN,MONTCALM,JOSEPH R BIDEN JR,9703,2
2000,CALIFORNIA,MONTEREY,AL GORE,67618,1
2000,CALIFORNIA,MONTEREY,GEORGE W. BUSH,43761,2
2004,CALIFORNIA,MONTEREY,JOHN KERRY,75241,1
2004,CALIFORNIA,MONTEREY,GEORGE W. BUSH,47838,2
2008,CALIFORNIA,MONTEREY,BARACK OBAMA,88453,1
2008,CALIFORNIA,MONTEREY,JOHN MCCAIN,38797,2
2012,CALIFORNIA,MONTEREY,BARACK OBAMA,82920,1
2012,CALIFORNIA,MONTEREY,MITT ROMNEY,37390,2
2016,CALIFORNIA,MONTEREY,HILLARY CLINTON,89088,1
2016,CALIFORNIA,MONTEREY,DONALD TRUMP,34895,2
2020,CALIFORNIA,MONTEREY,JOSEPH R BIDEN JR,113953,1
2020,CALIFORNIA,MONTEREY,DONALD J TRUMP,46299,2
2000,COLORADO,MONTEZUMA,GEORGE W. BUSH,6158,1
2000,COLORADO,MONTEZUMA,AL GORE,2556,2
2004,COLORADO,MONTEZUMA,GEORGE W. BUSH,6988,1
2004,COLORADO,MONTEZUMA,JOHN KERRY,3867,2
2008,COLORADO,MONTEZUMA,JOHN MCCAIN,6961,1
2008,COLORADO,MONTEZUMA,BARACK OBAMA,4661,2
2012,COLORADO,MONTEZUMA,MITT ROMNEY,7401,1
2012,COLORADO,MONTEZUMA,BARACK OBAMA,4542,2
2016,COLORADO,MONTEZUMA,DONALD TRUMP,7853,1
2016,COLORADO,MONTEZUMA,HILLARY CLINTON,3973,2
2020,COLORADO,MONTEZUMA,DONALD J TRUMP,9306,1
2020,COLORADO,MONTEZUMA,JOSEPH R BIDEN JR,5836,2
2000,MARYLAND,MONTGOMERY,AL GORE,232453,1
2000,PENNSYLVANIA,MONTGOMERY,AL GORE,177990,2
2004,MARYLAND,MONTGOMERY,JOHN KERRY,273936,1
2004,PENNSYLVANIA,MONTGOMERY,JOHN KERRY,222048,2
2008,MARYLAND,MONTGOMERY,BARACK OBAMA,314444,1
2008,PENNSYLVANIA,MONTGOMERY,BARACK OBAMA,253393,2
2012,MARYLAND,MONTGOMERY,BARACK OBAMA,323400,1
2012,PENNSYLVANIA,MONTGOMERY,BARACK OBAMA,233356,2
2016,MARYLAND,MONTGOMERY,HILLARY CLINTON,357837,1
2016,PENNSYLVANIA,MONTGOMERY,HILLARY CLINTON,256082,2
2020,PENNSYLVANIA,MONTGOMERY,JOSEPH R BIDEN JR,319511,1
2020,TEXAS,MONTGOMERY,DONALD J TRUMP,193382,2
2000,MICHIGAN,MONTMORENCY,GEORGE W. BUSH,2750,1
2000,MICHIGAN,MONTMORENCY,AL GORE,2139,2
2004,MICHIGAN,MONTMORENCY,GEORGE W. BUSH,3300,1
2004,MICHIGAN,MONTMORENCY,JOHN KERRY,2196,2
2008,MICHIGAN,MONTMORENCY,JOHN MCCAIN,2841,1
2008,MICHIGAN,MONTMORENCY,BARACK OBAMA,2403,2
2012,MICHIGAN,MONTMORENCY,MITT ROMNEY,2928,1
2012,MICHIGAN,MONTMORENCY,BARACK OBAMA,2049,2
2016,MICHIGAN,MONTMORENCY,DONALD TRUMP,3498,1
2016,MICHIGAN,MONTMORENCY,HILLARY CLINTON,1287,2
2020,MICHIGAN,MONTMORENCY,DONALD J TRUMP,4171,1
2020,MICHIGAN,MONTMORENCY,JOSEPH R BIDEN JR,1628,2
2000,PENNSYLVANIA,MONTOUR,GEORGE W. BUSH,3960,1
2000,PENNSYLVANIA,MONTOUR,AL GORE,2356,2
2004,PENNSYLVANIA,MONTOUR,GEORGE W. BUSH,4903,1
2004,PENNSYLVANIA,MONTOUR,JOHN KERRY,2666,2
2008,PENNSYLVANIA,MONTOUR,JOHN MCCAIN,4574,1
2008,PENNSYLVANIA,MONTOUR,BARACK OBAMA,3364,2
2012,PENNSYLVANIA,MONTOUR,MITT ROMNEY,4652,1
2012,PENNSYLVANIA,MONTOUR,BARACK OBAMA,3053,2
2016,PENNSYLVANIA,MONTOUR,DONALD TRUMP,5288,1
2016,PENNSYLVANIA,MONTOUR,HILLARY CLINTON,2857,2
2020,PENNSYLVANIA,MONTOUR,DONALD J TRUMP,5844,1
2020,PENNSYLVANIA,MONTOUR,JOSEPH R BIDEN JR,3771,2
2000,COLORADO,MONTROSE,GEORGE W. BUSH,9266,1
2000,COLORADO,MONTROSE,AL GORE,4041,2
2004,COLORADO,MONTROSE,GEORGE W. BUSH,11218,1
2004,COLORADO,MONTROSE,JOHN KERRY,4776,2
2008,COLORADO,MONTROSE,JOHN MCCAIN,12199,1
2008,COLORADO,MONTROSE,BARACK OBAMA,6495,2
2012,COLORADO,MONTROSE,MITT ROMNEY,13552,1
2012,COLORADO,MONTROSE,BARACK OBAMA,6138,2
2016,COLORADO,MONTROSE,DONALD TRUMP,14382,1
2016,COLORADO,MONTROSE,HILLARY CLINTON,5466,2
2020,COLORADO,MONTROSE,DONALD J TRUMP,16770,1
2020,COLORADO,MONTROSE,JOSEPH R BIDEN JR,7687,2
2000,SOUTH DAKOTA,MOODY,GEORGE W. BUSH,1361,1
2000,SOUTH DAKOTA,MOODY,AL GORE,1318,2
2004,SOUTH DAKOTA,MOODY,GEORGE W. BUSH,1790,1
2004,SOUTH DAKOTA,MOODY,JOHN KERRY,1609,2
2008,SOUTH DAKOTA,MOODY,BARACK OBAMA,1663,1
2008,SOUTH DAKOTA,MOODY,JOHN MCCAIN,1508,2
2012,SOUTH DAKOTA,MOODY,MITT ROMNEY,1535,1
2012,SOUTH DAKOTA,MOODY,BARACK OBAMA,1429,2
2016,SOUTH DAKOTA,MOODY,DONALD TRUMP,1731,1
2016,SOUTH DAKOTA,MOODY,HILLARY CLINTON,1043,2
2020,SOUTH DAKOTA,MOODY,DONALD J TRUMP,1951,1
2020,SOUTH DAKOTA,MOODY,JOSEPH R BIDEN JR,1179,2
2000,NORTH CAROLINA,MOORE,GEORGE W. BUSH,19882,1
2000,NORTH CAROLINA,MOORE,AL GORE,11232,2
2004,NORTH CAROLINA,MOORE,GEORGE W. BUSH,24714,1
2004,NORTH CAROLINA,MOORE,JOHN KERRY,13555,2
2008,NORTH CAROLINA,MOORE,JOHN MCCAIN,27314,1
2008,NORTH CAROLINA,MOORE,BARACK OBAMA,17624,2
2012,NORTH CAROLINA,MOORE,MITT ROMNEY,29495,1
2012,NORTH CAROLINA,MOORE,BARACK OBAMA,16505,2
2016,NORTH CAROLINA,MOORE,DONALD TRUMP,30490,1
2016,NORTH CAROLINA,MOORE,HILLARY CLINTON,16329,2
2020,NORTH CAROLINA,MOORE,DONALD J TRUMP,25281,1
2020,NORTH CAROLINA,MOORE,JOSEPH R BIDEN JR,11700,2
2000,NEW MEXICO,MORA,AL GORE,1456,1
2000,NEW MEXICO,MORA,GEORGE W. BUSH,668,2
2004,NEW MEXICO,MORA,JOHN KERRY,1876,1
2004,NEW MEXICO,MORA,GEORGE W. BUSH,928,2
2008,NEW MEXICO,MORA,BARACK OBAMA,2168,1
2008,NEW MEXICO,MORA,JOHN MCCAIN,569,2
2012,NEW MEXICO,MORA,BARACK OBAMA,1955,1
2012,NEW MEXICO,MORA,MITT ROMNEY,595,2
2016,NEW MEXICO,MORA,HILLARY CLINTON,1536,1
2016,NEW MEXICO,MORA,DONALD TRUMP,665,2
2020,NEW MEXICO,MORA,JOSEPH R BIDEN JR,1745,1
2020,NEW MEXICO,MORA,DONALD J TRUMP,903,2
2000,LOUISIANA,MOREHOUSE,GEORGE W. BUSH,6641,1
2000,LOUISIANA,MOREHOUSE,AL GORE,5289,2
2004,LOUISIANA,MOREHOUSE,GEORGE W. BUSH,7471,1
2004,LOUISIANA,MOREHOUSE,JOHN KERRY,5336,2
2008,LOUISIANA,MOREHOUSE,JOHN MCCAIN,7258,1
2008,LOUISIANA,MOREHOUSE,BARACK OBAMA,5792,2
2012,LOUISIANA,MOREHOUSE,MITT ROMNEY,6591,1
2012,LOUISIANA,MOREHOUSE,BARACK OBAMA,5888,2
2016,LOUISIANA,MOREHOUSE,DONALD TRUMP,6502,1
2016,LOUISIANA,MOREHOUSE,HILLARY CLINTON,5155,2
2020,LOUISIANA,MOREHOUSE,DONALD J TRUMP,6510,1
2020,LOUISIANA,MOREHOUSE,JOSEPH R BIDEN JR,4946,2
2000,ALABAMA,MORGAN,GEORGE W. BUSH,25774,1
2000,ALABAMA,MORGAN,AL GORE,16060,2
2004,ALABAMA,MORGAN,GEORGE W. BUSH,32477,1
2004,INDIANA,MORGAN,GEORGE W. BUSH,19197,2
2008,ALABAMA,MORGAN,JOHN MCCAIN,36014,1
2008,INDIANA,MORGAN,JOHN MCCAIN,18129,2
2012,ALABAMA,MORGAN,MITT ROMNEY,35391,1
2012,INDIANA,MORGAN,MITT ROMNEY,19591,2
2016,ALABAMA,MORGAN,DONALD TRUMP,37486,1
2016,INDIANA,MORGAN,DONALD TRUMP,23674,2
2020,ALABAMA,MORGAN,DONALD J TRUMP,39664,1
2020,INDIANA,MORGAN,DONALD J TRUMP,27512,2
2000,NEBRASKA,MORRILL,GEORGE W. BUSH,1597,1
2000,NEBRASKA,MORRILL,AL GORE,460,2
2004,NEBRASKA,MORRILL,GEORGE W. BUSH,1755,1
2004,NEBRASKA,MORRILL,JOHN KERRY,495,2
2008,NEBRASKA,MORRILL,JOHN MCCAIN,1725,1
2008,NEBRASKA,MORRILL,BARACK OBAMA,557,2
2012,NEBRASKA,MORRILL,MITT ROMNEY,1681,1
2012,NEBRASKA,MORRILL,BARACK OBAMA,455,2
2016,NEBRASKA,MORRILL,DONALD TRUMP,1802,1
2016,NEBRASKA,MORRILL,HILLARY CLINTON,284,2
2020,NEBRASKA,MORRILL,DONALD J TRUMP,2113,1
2020,NEBRASKA,MORRILL,JOSEPH R BIDEN JR,386,2
2000,NEW JERSEY,MORRIS,GEORGE W. BUSH,111066,1
2000,NEW JERSEY,MORRIS,AL GORE,88039,2
2004,NEW JERSEY,MORRIS,GEORGE W. BUSH,135241,1
2004,NEW JERSEY,MORRIS,JOHN KERRY,98066,2
2008,NEW JERSEY,MORRIS,JOHN MCCAIN,132331,1
2008,NEW JERSEY,MORRIS,BARACK OBAMA,112275,2
2012,NEW JERSEY,MORRIS,MITT ROMNEY,124947,1
2012,NEW JERSEY,MORRIS,BARACK OBAMA,100146,2
2016,NEW JERSEY,MORRIS,DONALD TRUMP,126071,1
2016,NEW JERSEY,MORRIS,HILLARY CLINTON,115249,2
2020,NEW JERSEY,MORRIS,JOSEPH R BIDEN JR,153881,1
2020,NEW JERSEY,MORRIS,DONALD J TRUMP,141134,2
2000,MINNESOTA,MORRISON,GEORGE W. BUSH,8197,1
2000,MINNESOTA,MORRISON,AL GORE,5274,2
2004,MINNESOTA,MORRISON,GEORGE W. BUSH,9698,1
2004,MINNESOTA,MORRISON,JOHN KERRY,6794,2
2008,MINNESOTA,MORRISON,JOHN MCCAIN,9735,1
2008,MINNESOTA,MORRISON,BARACK OBAMA,6547,2
2012,MINNESOTA,MORRISON,MITT ROMNEY,10159,1
2012,MINNESOTA,MORRISON,BARACK OBAMA,6153,2
2016,MINNESOTA,MORRISON,DONALD TRUMP,12925,1
2016,MINNESOTA,MORRISON,HILLARY CLINTON,3637,2
2020,MINNESOTA,MORRISON,DONALD J TRUMP,14821,1
2020,MINNESOTA,MORRISON,JOSEPH R BIDEN JR,4367,2
2000,OHIO,MORROW,GEORGE W. BUSH,7842,1
2000,OHIO,MORROW,AL GORE,4529,2
2004,OHIO,MORROW,GEORGE W. BUSH,10475,1
2004,OHIO,MORROW,JOHN KERRY,5775,2
2008,OHIO,MORROW,JOHN MCCAIN,10067,1
2008,OHIO,MORROW,BARACK OBAMA,6177,2
2012,OHIO,MORROW,MITT ROMNEY,9865,1
2012,OHIO,MORROW,BARACK OBAMA,5933,2
2016,OHIO,MORROW,DONALD TRUMP,11948,1
2016,OHIO,MORROW,HILLARY CLINTON,3761,2
2020,OHIO,MORROW,DONALD J TRUMP,14077,1
2020,OHIO,MORROW,JOSEPH R BIDEN JR,4048,2
2000,NORTH DAKOTA,MORTON,GEORGE W. BUSH,6993,1
2000,NORTH DAKOTA,MORTON,AL GORE,3439,2
2004,NORTH DAKOTA,MORTON,GEORGE W. BUSH,8325,1
2004,NORTH DAKOTA,MORTON,JOHN KERRY,4073,2
2008,NORTH DAKOTA,MORTON,JOHN MCCAIN,7869,1
2008,NORTH DAKOTA,MORTON,BARACK OBAMA,5079,2
2012,NORTH DAKOTA,MORTON,MITT ROMNEY,8680,1
2012,NORTH DAKOTA,MORTON,BARACK OBAMA,4469,2
2016,NORTH DAKOTA,MORTON,DONALD TRUMP,11336,1
2016,NORTH DAKOTA,MORTON,HILLARY CLINTON,3080,2
2020,NORTH DAKOTA,MORTON,DONALD J TRUMP,12243,1
2020,NORTH DAKOTA,MORTON,JOSEPH R BIDEN JR,3872,2
2000,TEXAS,MOTLEY,GEORGE W. BUSH,514,1
2000,TEXAS,MOTLEY,AL GORE,118,2
2004,TEXAS,MOTLEY,GEORGE W. BUSH,564,1
2004,TEXAS,MOTLEY,JOHN KERRY,113,2
2008,TEXAS,MOTLEY,JOHN MCCAIN,522,1
2008,TEXAS,MOTLEY,BARACK OBAMA,67,2
2012,TEXAS,MOTLEY,MITT ROMNEY,538,1
2012,TEXAS,MOTLEY,BARACK OBAMA,55,2
2016,TEXAS,MOTLEY,DONALD TRUMP,566,1
2016,TEXAS,MOTLEY,HILLARY CLINTON,40,2
2020,TEXAS,MOTLEY,DONALD J TRUMP,604,1
2020,TEXAS,MOTLEY,JOSEPH R BIDEN JR,46,2
2000,ILLINOIS,MOULTRIE,GEORGE W. BUSH,3058,1
2000,ILLINOIS,MOULTRIE,AL GORE,2529,2
2004,ILLINOIS,MOULTRIE,GEORGE W. BUSH,4028,1
2004,ILLINOIS,MOULTRIE,JOHN KERRY,2388,2
2008,ILLINOIS,MOULTRIE,JOHN MCCAIN,3471,1
2008,ILLINOIS,MOULTRIE,BARACK OBAMA,2668,2
2012,ILLINOIS,MOULTRIE,MITT ROMNEY,3784,1
2012,ILLINOIS,MOULTRIE,BARACK OBAMA,2144,2
2016,ILLINOIS,MOULTRIE,DONALD TRUMP,4455,1
2016,ILLINOIS,MOULTRIE,HILLARY CLINTON,1481,2
2020,ILLINOIS,MOULTRIE,DONALD J TRUMP,4964,1
2020,ILLINOIS,MOULTRIE,JOSEPH R BIDEN JR,1662,2
2000,NORTH DAKOTA,MOUNTRAIL,GEORGE W. BUSH,1466,1
2000,NORTH DAKOTA,MOUNTRAIL,AL GORE,1256,2
2004,NORTH DAKOTA,MOUNTRAIL,GEORGE W. BUSH,1527,1
2004,NORTH DAKOTA,MOUNTRAIL,JOHN KERRY,1465,2
2008,NORTH DAKOTA,MOUNTRAIL,BARACK OBAMA,1477,1
2008,NORTH DAKOTA,MOUNTRAIL,JOHN MCCAIN,1406,2
2012,NORTH DAKOTA,MOUNTRAIL,MITT ROMNEY,1962,1
2012,NORTH DAKOTA,MOUNTRAIL,BARACK OBAMA,1403,2
2016,NORTH DAKOTA,MOUNTRAIL,DONALD TRUMP,2582,1
2016,NORTH DAKOTA,MOUNTRAIL,HILLARY CLINTON,1220,2
2020,NORTH DAKOTA,MOUNTRAIL,DONALD J TRUMP,2824,1
2020,NORTH DAKOTA,MOUNTRAIL,JOSEPH R BIDEN JR,1256,2
2000,MINNESOTA,MOWER,AL GORE,10693,1
2000,MINNESOTA,MOWER,GEORGE W. BUSH,6873,2
2004,MINNESOTA,MOWER,JOHN KERRY,12334,1
2004,MINNESOTA,MOWER,GEORGE W. BUSH,7591,2
2008,MINNESOTA,MOWER,BARACK OBAMA,11605,1
2008,MINNESOTA,MOWER,JOHN MCCAIN,7075,2
2012,MINNESOTA,MOWER,BARACK OBAMA,11129,1
2012,MINNESOTA,MOWER,MITT ROMNEY,6938,2
2016,MINNESOTA,MOWER,DONALD TRUMP,8823,1
2016,MINNESOTA,MOWER,HILLARY CLINTON,7437,2
2020,MINNESOTA,MOWER,DONALD J TRUMP,10025,1
2020,MINNESOTA,MOWER,JOSEPH R BIDEN JR,8899,2
2000,KENTUCKY,MUHLENBERG,AL GORE,6295,1
2000,KENTUCKY,MUHLENBERG,GEORGE W. BUSH,5518,2
2004,KENTUCKY,MUHLENBERG,GEORGE W. BUSH,6749,1
2004,KENTUCKY,MUHLENBERG,JOHN KERRY,6636,2
2008,KENTUCKY,MUHLENBERG,JOHN MCCAIN,6447,1
2008,KENTUCKY,MUHLENBERG,BARACK OBAMA,6221,2
2012,KENTUCKY,MUHLENBERG,MITT ROMNEY,7762,1
2012,KENTUCKY,MUHLENBERG,BARACK OBAMA,4771,2
2016,KENTUCKY,MUHLENBERG,DONALD TRUMP,9393,1
2016,KENTUCKY,MUHLENBERG,HILLARY CLINTON,3272,2
2020,KENTUCKY,MUHLENBERG,DONALD J TRUMP,10496,1
2020,KENTUCKY,MUHLENBERG,JOSEPH R BIDEN JR,3544,2
2000,OREGON,MULTNOMAH,AL GORE,188441,1
2000,OREGON,MULTNOMAH,GEORGE W. BUSH,83677,2
2004,OREGON,MULTNOMAH,JOHN KERRY,259585,1
2004,OREGON,MULTNOMAH,GEORGE W. BUSH,98439,2
2008,OREGON,MULTNOMAH,BARACK OBAMA,279696,1
2008,OREGON,MULTNOMAH,JOHN MCCAIN,75171,2
2012,OREGON,MULTNOMAH,BARACK OBAMA,274887,1
2012,OREGON,MULTNOMAH,MITT ROMNEY,75302,2
2016,OREGON,MULTNOMAH,HILLARY CLINTON,292561,1
2016,OREGON,MULTNOMAH,DONALD TRUMP,67954,2
2020,OREGON,MULTNOMAH,JOSEPH R BIDEN JR,367249,1
2020,OREGON,MULTNOMAH,DONALD J TRUMP,82995,2
2000,GEORGIA,MURRAY,GEORGE W. BUSH,5539,1
2000,GEORGIA,MURRAY,AL GORE,2684,2
2004,GEORGIA,MURRAY,GEORGE W. BUSH,7745,1
2004,OKLAHOMA,MURRAY,GEORGE W. BUSH,3665,2
2008,GEORGIA,MURRAY,JOHN MCCAIN,8180,1
2008,OKLAHOMA,MURRAY,JOHN MCCAIN,3746,2
2012,GEORGIA,MURRAY,MITT ROMNEY,8443,1
2012,OKLAHOMA,MURRAY,MITT ROMNEY,3606,2
2016,GEORGIA,MURRAY,DONALD TRUMP,10341,1
2016,OKLAHOMA,MURRAY,DONALD TRUMP,4175,2
2020,GEORGIA,MURRAY,DONALD J TRUMP,7689,1
2020,GEORGIA,MURRAY,DONALD J TRUMP,3893,2
2000,IOWA,MUSCATINE,AL GORE,8058,1
